id_student,code_module,code_presentation,gender,age_band,highest_education,disability,num_of_prev_attempts,studied_credits,final_result,cutoff_dia,imd_band_ord,avg_clicks_por_dia,active_days,unique_activities,click_variance,clicks_2a_metade,ratio_metade,clicks_por_dia_ativo,weighted_score,num_late,dias_antes_prazo_media,score_variance,delta_score,score_por_submissao,target
509130,BBB,2013B,0,0,1,0,0,60,Withdrawn,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
509226,BBB,2013B,0,0,2,0,0,120,Pass,28,7.0,11.461538461538462,13.0,15.0,75.4792899408284,79.0,1.1126760563380282,10.642857142857142,3.85,0.0,2.0,0.0,0.0,1.925,0
509737,BBB,2013B,0,1,2,0,1,120,Fail,28,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
509768,BBB,2013B,0,0,2,0,0,60,Distinction,28,5.0,14.0,10.0,9.0,47.0,23.0,0.19491525423728814,12.727272727272727,4.75,0.0,2.0,0.0,0.0,2.375,0
509797,BBB,2013B,0,0,1,0,0,60,Fail,28,0.0,12.0,5.0,12.0,48.4,9.0,0.17307692307692307,10.0,3.25,0.0,0.0,0.0,0.0,1.625,0
509901,BBB,2013B,0,0,0,1,1,120,Fail,28,3.0,14.0,6.0,27.0,71.33333333333333,19.0,0.2878787878787879,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0
509926,BBB,2013B,0,1,2,0,0,60,Fail,28,5.0,16.142857142857142,7.0,18.0,190.69387755102042,47.0,0.7014925373134329,14.125,4.15,0.0,1.0,0.0,0.0,2.075,0
510141,BBB,2013B,0,0,2,1,0,60,Withdrawn,157,7.0,39.22857142857143,35.0,37.0,2382.862040816326,12.0,0.00881057268722467,38.138888888888886,29.42,2.0,13.666666666666666,110.8888888888889,10.666666666666671,4.202857142857143,1
510492,BBB,2013B,0,0,2,0,0,180,Fail,28,9.0,12.666666666666666,6.0,10.0,106.55555555555559,38.0,0.9743589743589743,10.857142857142858,3.05,0.0,0.0,0.0,0.0,1.525,0
510556,BBB,2013B,0,1,2,0,0,60,Pass,28,6.0,36.0,19.0,29.0,712.7368421052631,256.0,0.5967365967365967,34.2,3.85,0.0,2.0,0.0,0.0,1.925,0
510756,BBB,2013B,0,0,0,0,0,60,Pass,28,5.0,17.0,9.0,16.0,159.11111111111111,44.0,0.4,15.3,3.8,0.0,1.0,0.0,0.0,1.9,0
510845,BBB,2013B,0,0,2,0,0,60,Pass,28,1.0,17.615384615384617,13.0,29.0,659.9289940828403,38.0,0.19791666666666666,16.357142857142858,3.5,1.0,-6.0,0.0,0.0,1.75,0
511050,BBB,2013B,1,1,2,0,0,60,Pass,28,6.0,17.75,4.0,19.0,195.6875,11.0,0.18032786885245902,14.2,4.0,0.0,16.0,0.0,0.0,2.0,0
511067,BBB,2013B,0,0,0,0,0,60,Pass,28,1.0,11.777777777777779,9.0,15.0,87.95061728395063,41.0,0.6212121212121212,10.6,3.7,0.0,1.0,0.0,0.0,1.85,0
511306,BBB,2013B,0,0,2,0,0,60,Pass,28,6.0,36.542857142857144,35.0,27.0,1019.7338775510206,598.0,0.8768328445747801,35.52777777777778,4.5,0.0,12.0,0.0,0.0,2.25,0
511459,BBB,2013B,0,1,2,0,1,120,Pass,28,0.0,21.5,8.0,20.0,155.25,2.0,0.011695906432748537,19.11111111111111,2.65,0.0,1.0,0.0,0.0,1.325,0
511474,BBB,2013B,0,0,2,0,2,120,Fail,28,3.0,26.842105263157894,19.0,20.0,531.2908587257617,159.0,0.45170454545454547,25.5,4.0,0.0,1.0,0.0,0.0,2.0,0
511515,BBB,2013B,0,1,2,0,0,120,Fail,28,4.0,30.61111111111111,18.0,27.0,1456.2376543209875,45.0,0.08875739644970414,29.0,2.35,0.0,1.0,0.0,0.0,1.175,0
511524,BBB,2013B,0,0,2,0,0,60,Pass,28,5.0,21.695652173913043,23.0,18.0,275.51606805293005,225.0,0.8181818181818182,20.791666666666668,3.85,0.0,3.0,0.0,0.0,1.925,0
511527,BBB,2013B,0,0,0,1,0,60,Fail,28,7.0,12.2,5.0,13.0,72.55999999999999,0.0,0.0,10.166666666666666,2.9,0.0,1.0,0.0,0.0,1.45,0
511693,BBB,2013B,0,0,0,0,0,60,Pass,28,4.0,13.333333333333334,6.0,13.0,160.88888888888886,4.0,0.05194805194805195,11.428571428571429,3.2,0.0,6.0,0.0,0.0,1.6,0
512070,BBB,2013B,0,0,0,0,0,120,Fail,28,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
512180,BBB,2013B,0,0,2,1,0,120,Fail,28,1.0,8.6,5.0,16.0,72.64,33.0,3.0,7.166666666666667,2.45,0.0,4.0,0.0,0.0,1.225,0
512242,BBB,2013B,0,1,2,0,0,60,Fail,28,8.0,13.6,10.0,23.0,138.03999999999996,64.0,0.8767123287671232,12.363636363636363,3.5,0.0,2.0,0.0,0.0,1.75,0
512468,BBB,2013B,0,1,2,0,1,120,Fail,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
512805,BBB,2013B,0,0,2,0,1,120,Fail,28,1.0,11.444444444444445,9.0,11.0,87.80246913580247,23.0,0.2839506172839506,10.3,4.25,0.0,1.0,0.0,0.0,2.125,0
512883,BBB,2013B,0,0,2,0,1,120,Withdrawn,68,3.0,10.4375,16.0,15.0,66.87109375,27.0,0.19148936170212766,9.823529411764707,20.32,1.0,19.666666666666668,312.6666666666667,3.0,2.902857142857143,1
512911,BBB,2013B,0,0,2,0,0,120,Fail,28,1.0,16.3,10.0,23.0,133.81,47.0,0.4017094017094017,14.818181818181818,3.15,1.0,-1.0,0.0,0.0,1.575,0
512929,BBB,2013B,0,1,0,0,0,60,Pass,28,5.0,15.526315789473685,19.0,19.0,233.51246537396122,24.0,0.08823529411764706,14.75,4.75,0.0,5.0,0.0,0.0,2.375,0
512995,BBB,2013B,0,0,0,0,0,60,Pass,28,0.0,15.944444444444445,18.0,22.0,197.3858024691358,118.0,0.6941176470588235,15.105263157894736,3.6,1.0,-3.0,0.0,0.0,1.8,0
513005,BBB,2013B,0,1,2,0,1,180,Fail,28,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
513093,BBB,2013B,0,0,0,0,0,120,Pass,28,10.0,17.5,30.0,38.0,548.7833333333333,111.0,0.2674698795180723,16.93548387096774,3.65,0.0,4.0,0.0,0.0,1.825,0
513196,BBB,2013B,0,1,2,0,1,180,Withdrawn,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
513210,BBB,2013B,0,1,2,1,1,120,Withdrawn,197,4.0,29.743589743589745,39.0,49.0,1150.8060486522027,691.0,1.4702127659574469,29.0,51.53,6.0,-2.7,260.81,11.700000000000003,4.684545454545455,1
513315,BBB,2013B,0,0,2,0,0,60,Pass,28,0.0,29.916666666666668,24.0,81.0,1098.576388888889,152.0,0.26807760141093473,28.72,2.7,0.0,4.0,0.0,0.0,1.35,0
513733,BBB,2013B,0,1,0,0,0,60,Fail,28,0.0,49.333333333333336,27.0,32.0,1780.3703703703704,525.0,0.6497524752475248,47.57142857142857,3.55,0.0,1.0,0.0,0.0,1.775,0
513757,BBB,2013B,0,1,0,0,1,120,Pass,28,4.0,17.875,16.0,25.0,475.109375,96.0,0.5026178010471204,16.823529411764707,3.85,0.0,0.0,0.0,0.0,1.925,0
513881,BBB,2013B,0,0,2,0,0,60,Withdrawn,166,5.0,15.022222222222222,45.0,23.0,188.91061728395067,209.0,0.4465811965811966,14.695652173913043,51.830000000000005,6.0,-0.3333333333333333,173.33333333333334,-3.6666666666666714,5.183000000000001,1
514140,BBB,2013B,1,1,2,0,0,120,Pass,28,6.0,12.54054054054054,37.0,28.0,210.24835646457265,115.0,0.32857142857142857,12.210526315789474,3.05,0.0,2.0,0.0,0.0,1.525,0
514365,BBB,2013B,0,0,2,0,0,60,Withdrawn,19,5.0,28.5,2.0,14.0,462.25,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1
514951,BBB,2013B,0,1,0,0,0,120,Withdrawn,56,0.0,11.6,5.0,12.0,42.64,0.0,0.0,9.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1
514981,BBB,2013B,0,0,0,0,1,120,Fail,28,7.0,14.066666666666666,15.0,18.0,248.0622222222222,123.0,1.3820224719101124,13.1875,3.75,0.0,1.0,0.0,0.0,1.875,0
514987,BBB,2013B,0,0,0,0,1,120,Pass,28,1.0,8.428571428571429,7.0,9.0,42.816326530612244,44.0,2.75,7.375,3.15,0.0,0.0,0.0,0.0,1.575,0
515035,BBB,2013B,0,0,2,0,0,60,Fail,28,1.0,16.0,2.0,13.0,4.0,14.0,0.7368421052631579,10.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0
515105,BBB,2013B,0,1,2,0,0,60,Fail,28,0.0,23.529411764705884,17.0,43.0,192.13148788927333,99.0,0.32781456953642385,22.22222222222222,3.75,0.0,4.0,0.0,0.0,1.875,0
515130,BBB,2013B,0,0,2,0,1,120,Fail,28,10.0,7.833333333333333,6.0,9.0,20.472222222222225,0.0,0.0,6.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0
515174,BBB,2013B,1,1,2,0,1,120,Withdrawn,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
515311,BBB,2013B,0,0,0,1,1,120,Pass,28,3.0,15.666666666666666,15.0,23.0,99.95555555555555,63.0,0.36416184971098264,14.6875,3.7,0.0,0.0,0.0,0.0,1.85,0
515474,BBB,2013B,0,0,0,0,0,60,Pass,28,4.0,17.545454545454547,11.0,13.0,273.33884297520666,71.0,0.5772357723577236,16.083333333333332,3.2,0.0,1.0,0.0,0.0,1.6,0
515497,BBB,2013B,0,0,0,0,0,120,Pass,28,1.0,8.625,8.0,11.0,68.984375,37.0,1.121212121212121,7.666666666666667,3.3,0.0,1.0,0.0,0.0,1.65,0
515959,BBB,2013B,0,0,0,0,0,60,Pass,28,6.0,20.0,6.0,12.0,91.33333333333333,78.0,1.813953488372093,17.142857142857142,3.7,0.0,1.0,0.0,0.0,1.85,0
516057,BBB,2013B,0,0,0,1,0,60,Pass,28,6.0,15.0625,16.0,17.0,185.93359375,195.0,4.148936170212766,14.176470588235293,4.25,0.0,0.0,0.0,0.0,2.125,0
516432,BBB,2013B,1,1,2,0,1,195,Pass,28,1.0,11.151515151515152,33.0,29.0,160.8558310376492,73.0,0.24662162162162163,10.823529411764707,3.0,0.0,0.0,0.0,0.0,1.5,0
516456,BBB,2013B,0,0,0,0,0,150,Pass,28,5.0,5.111111111111111,9.0,4.0,11.209876543209877,37.0,3.7,4.6,3.75,0.0,0.0,0.0,0.0,1.875,0
516475,BBB,2013B,0,0,0,0,0,60,Pass,28,6.0,5.333333333333333,3.0,5.0,10.888888888888891,16.0,16.0,4.0,4.25,0.0,0.0,0.0,0.0,2.125,0
516495,BBB,2013B,0,0,2,0,0,120,Fail,28,8.0,10.875,8.0,15.0,109.359375,30.0,0.5172413793103449,9.666666666666666,2.9,0.0,0.0,0.0,0.0,1.45,0
516529,BBB,2013B,0,1,1,0,0,60,Distinction,28,8.0,10.0,6.0,13.0,63.666666666666664,23.0,0.6052631578947368,8.571428571428571,4.35,0.0,10.0,0.0,0.0,2.175,0
516776,BBB,2013B,0,1,2,0,1,120,Fail,28,3.0,10.0,1.0,4.0,0.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
516841,BBB,2013B,0,0,2,0,1,120,Pass,28,7.0,16.357142857142858,14.0,21.0,301.22959183673464,53.0,0.2994350282485876,15.266666666666667,3.8,0.0,3.0,0.0,0.0,1.9,0
517043,BBB,2013B,0,0,3,0,1,120,Pass,28,0.0,11.666666666666666,3.0,6.0,168.22222222222226,32.0,8.0,8.75,3.25,0.0,2.0,0.0,0.0,1.625,0
517175,BBB,2013B,1,0,2,0,1,120,Fail,28,1.0,5.5,2.0,3.0,6.25,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0
517474,BBB,2013B,0,0,2,0,0,90,Pass,28,4.0,13.142857142857142,28.0,14.0,227.90816326530617,55.0,0.1751592356687898,12.689655172413794,3.85,0.0,2.0,0.0,0.0,1.925,0
517617,BBB,2013B,0,0,0,0,0,120,Pass,28,4.0,15.75,12.0,28.0,209.6875,64.0,0.5079365079365079,14.538461538461538,3.5,0.0,1.0,0.0,0.0,1.75,0
517778,BBB,2013B,0,0,0,0,0,60,Distinction,28,3.0,31.6,10.0,14.0,238.44,96.0,0.4343891402714932,28.727272727272727,3.6,0.0,2.0,0.0,0.0,1.8,0
517853,BBB,2013B,0,1,2,0,1,120,Fail,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,37.5,25.0,5.0,1.4333333333333333,0
517890,BBB,2013B,0,0,0,0,0,60,Distinction,28,4.0,21.818181818181817,11.0,19.0,212.33057851239673,83.0,0.5253164556962026,20.0,3.9,0.0,0.0,0.0,0.0,1.95,0
518189,BBB,2013B,0,0,2,0,0,120,Pass,28,0.0,12.76923076923077,13.0,32.0,138.63905325443787,84.0,1.0120481927710843,11.857142857142858,3.75,0.0,0.0,0.0,0.0,1.875,0
518469,BBB,2013B,1,0,2,0,0,60,Fail,28,5.0,31.875,8.0,18.0,838.859375,130.0,1.0317460317460319,28.333333333333332,4.25,0.0,2.0,0.0,0.0,2.125,0
518876,BBB,2013B,0,0,2,0,0,150,Pass,28,6.0,2.75,8.0,4.0,2.9375,15.0,1.875,2.4444444444444446,3.4,0.0,2.0,0.0,0.0,1.7,0
518879,BBB,2013B,0,1,2,1,0,60,Pass,28,7.0,18.695652173913043,23.0,22.0,130.90737240075615,109.0,0.3385093167701863,17.916666666666668,3.8,0.0,6.0,0.0,0.0,1.9,0
518904,BBB,2013B,0,0,2,0,0,60,Fail,28,7.0,12.153846153846153,13.0,20.0,248.8994082840237,34.0,0.272,11.285714285714286,2.65,0.0,0.0,0.0,0.0,1.325,0
518970,BBB,2013B,1,0,0,0,1,120,Pass,28,0.0,43.833333333333336,6.0,20.0,2493.472222222222,36.0,0.15789473684210525,37.57142857142857,3.25,0.0,1.0,0.0,0.0,1.625,0
519012,BBB,2013B,0,0,2,0,1,120,Fail,28,6.0,17.0,5.0,11.0,83.6,15.0,0.2112676056338028,14.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0
519222,BBB,2013B,0,0,0,0,1,120,Pass,28,9.0,33.56521739130435,23.0,28.0,1116.2457466918715,283.0,0.5775510204081633,32.166666666666664,3.9,0.0,1.0,0.0,0.0,1.95,0
519387,BBB,2013B,0,0,0,0,0,60,Fail,28,4.0,16.25,8.0,11.0,339.9375,68.0,1.0793650793650793,14.444444444444445,3.45,0.0,0.0,0.0,0.0,1.725,0
519602,BBB,2013B,0,0,2,1,0,60,Pass,28,3.0,13.4,5.0,13.0,57.04,32.0,0.8888888888888888,11.166666666666666,4.0,0.0,0.0,0.0,0.0,2.0,0
519647,BBB,2013B,0,0,2,0,0,60,Withdrawn,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
519800,BBB,2013B,0,1,2,0,1,120,Pass,28,8.0,77.12,25.0,28.0,4263.4655999999995,668.0,0.5297383029341792,74.15384615384616,4.35,0.0,1.0,0.0,0.0,2.175,0
520230,BBB,2013B,0,1,2,0,0,60,Withdrawn,26,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
520749,BBB,2013B,1,0,2,1,1,120,Withdrawn,15,3.0,13.0,5.0,15.0,121.6,14.0,0.2692307692307692,10.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1
520836,BBB,2013B,1,0,2,0,0,60,Pass,28,7.0,17.176470588235293,17.0,17.0,428.14532871972324,133.0,0.83125,16.22222222222222,3.5,0.0,0.0,0.0,0.0,1.75,0
521069,BBB,2013B,1,1,0,0,0,60,Fail,28,0.0,19.0,8.0,15.0,784.75,0.0,0.0,16.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0
521081,BBB,2013B,0,0,2,1,0,90,Fail,28,0.0,19.5,2.0,10.0,42.25,0.0,0.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,0
521096,BBB,2013B,0,0,2,0,0,120,Pass,28,8.0,44.73913043478261,23.0,51.0,2137.9319470699434,579.0,1.2838137472283815,42.875,4.35,0.0,2.0,0.0,0.0,2.175,0
521394,BBB,2013B,0,0,2,0,1,120,Pass,28,1.0,41.26470588235294,34.0,24.0,680.3711072664361,344.0,0.32452830188679244,40.08571428571429,4.45,0.0,3.0,0.0,0.0,2.225,0
521430,BBB,2013B,0,0,0,0,0,60,Distinction,28,1.0,38.42307692307692,26.0,32.0,487.55177514792894,396.0,0.6556291390728477,37.0,3.1,0.0,3.0,0.0,0.0,1.55,0
521496,BBB,2013B,1,0,2,0,1,120,Fail,28,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0
521764,BBB,2013B,0,1,0,0,0,60,Pass,28,0.0,19.733333333333334,15.0,29.0,401.6622222222222,155.0,1.091549295774648,18.5,3.6,0.0,4.0,0.0,0.0,1.8,0
521903,BBB,2013B,0,0,2,1,1,120,Fail,28,8.0,12.952380952380953,21.0,24.0,197.8548752834467,56.0,0.25806451612903225,12.363636363636363,3.65,0.0,1.0,0.0,0.0,1.825,0
522090,BBB,2013B,0,0,0,0,0,60,Pass,28,0.0,23.5,4.0,11.0,202.75,62.0,1.878787878787879,18.8,3.65,0.0,0.0,0.0,0.0,1.825,0
522249,BBB,2013B,0,1,2,0,0,60,Pass,28,5.0,15.68421052631579,19.0,22.0,139.68975069252076,189.0,1.7181818181818183,14.9,3.25,0.0,0.0,0.0,0.0,1.625,0
522302,BBB,2013B,0,0,0,0,0,60,Fail,28,4.0,3.0,1.0,3.0,0.0,3.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0
522373,BBB,2013B,0,0,0,0,0,120,Pass,28,3.0,13.8125,16.0,20.0,72.40234375,76.0,0.5205479452054794,13.0,3.65,0.0,2.0,0.0,0.0,1.825,0
522383,BBB,2013B,0,0,2,1,1,120,Fail,28,1.0,16.071428571428573,14.0,16.0,172.49489795918365,115.0,1.0360360360360361,15.0,3.75,0.0,1.0,0.0,0.0,1.875,0
522512,BBB,2013B,0,0,2,0,1,120,Fail,28,4.0,5.0,2.0,6.0,16.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0
523012,BBB,2013B,0,1,0,0,0,120,Pass,28,7.0,14.166666666666666,18.0,25.0,233.9166666666667,5.0,0.0199203187250996,13.421052631578947,4.25,0.0,3.0,0.0,0.0,2.125,0
523156,BBB,2013B,0,0,0,0,0,60,Withdrawn,26,7.0,8.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1
523596,BBB,2013B,0,0,0,0,0,75,Fail,28,10.0,22.25,4.0,14.0,663.6875,88.0,44.0,17.8,3.55,1.0,-3.0,0.0,0.0,1.775,0
523630,BBB,2013B,0,1,2,0,0,120,Pass,28,4.0,20.0,12.0,106.0,1634.3333333333333,34.0,0.1642512077294686,18.46153846153846,4.15,0.0,0.0,0.0,0.0,2.075,0
523672,BBB,2013B,1,1,2,0,0,90,Pass,28,0.0,15.625,8.0,8.0,210.734375,116.0,11.6,13.88888888888889,2.0,0.0,1.0,0.0,0.0,1.0,0
523966,BBB,2013B,0,0,0,0,0,150,Pass,28,3.0,12.7,20.0,17.0,93.61,82.0,0.47398843930635837,12.095238095238095,4.25,0.0,4.0,0.0,0.0,2.125,0
524101,BBB,2013B,0,1,2,0,1,120,Withdrawn,142,6.0,27.033333333333335,60.0,28.0,518.2988888888889,120.0,0.07984031936127745,26.59016393442623,18.51,2.0,-2.0,119.1875,6.75,3.7020000000000004,1
524171,BBB,2013B,0,0,0,0,0,120,Fail,28,5.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
524452,BBB,2013B,0,0,0,0,0,60,Pass,28,6.0,13.818181818181818,11.0,15.0,269.7851239669422,45.0,0.4166666666666667,12.666666666666666,4.1,0.0,0.0,0.0,0.0,2.05,0
524496,BBB,2013B,0,1,0,0,0,60,Withdrawn,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
524598,BBB,2013B,1,0,2,0,0,60,Fail,28,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
524769,BBB,2013B,0,0,2,1,1,150,Withdrawn,26,4.0,11.0,2.0,6.0,16.0,7.0,0.4375,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1
525501,BBB,2013B,0,1,2,1,0,60,Pass,28,3.0,28.083333333333332,24.0,41.0,596.0763888888889,346.0,1.0516717325227964,26.96,4.0,0.0,3.0,0.0,0.0,2.0,0
525520,BBB,2013B,0,1,2,0,0,60,Fail,28,8.0,24.53846153846154,13.0,31.0,551.7869822485206,133.0,0.7112299465240641,22.785714285714285,3.0,0.0,1.0,0.0,0.0,1.5,0
525679,BBB,2013B,0,0,2,0,0,120,Fail,28,0.0,10.666666666666666,3.0,10.0,104.22222222222221,30.0,10.0,8.0,3.25,0.0,0.0,0.0,0.0,1.625,0
525683,BBB,2013B,0,0,2,0,0,75,Pass,28,4.0,30.318181818181817,22.0,19.0,560.8533057851241,488.0,2.7111111111111112,29.0,4.25,0.0,3.0,0.0,0.0,2.125,0
525797,BBB,2013B,0,0,2,0,1,120,Fail,28,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
525869,BBB,2013B,0,0,0,0,0,60,Fail,28,7.0,7.6,5.0,8.0,25.04,9.0,0.3,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
525942,BBB,2013B,1,0,2,1,0,60,Withdrawn,215,1.0,16.207207207207208,111.0,62.0,244.54265075886707,584.0,0.48026315789473684,16.0625,147.39999999999998,7.0,45.57142857142857,294.8707482993198,19.714285714285708,6.699999999999999,1
526200,BBB,2013B,0,0,2,0,1,240,Fail,28,7.0,16.714285714285715,28.0,21.0,170.63265306122452,281.0,1.4946808510638299,16.137931034482758,4.65,0.0,0.0,0.0,0.0,2.325,0
526370,BBB,2013B,0,0,2,0,0,60,Pass,28,1.0,13.4375,16.0,20.0,163.62109375,69.0,0.46938775510204084,12.647058823529411,3.75,1.0,-7.0,0.0,0.0,1.875,0
526506,BBB,2013B,0,0,0,0,1,240,Withdrawn,78,7.0,16.28,25.0,20.0,95.0016,147.0,0.5632183908045977,15.653846153846153,17.2,0.0,41.0,187.55555555555557,8.666666666666671,4.3,1
527020,BBB,2013B,0,1,2,1,0,120,Pass,28,4.0,9.818181818181818,11.0,17.0,69.42148760330578,8.0,0.07920792079207921,9.0,3.45,0.0,1.0,0.0,0.0,1.725,0
527164,BBB,2013B,0,0,0,0,0,120,Distinction,28,1.0,40.166666666666664,36.0,42.0,776.9722222222222,779.0,1.1661676646706587,39.08108108108108,3.5,0.0,1.0,0.0,0.0,1.75,0
527227,BBB,2013B,0,1,2,0,1,120,Pass,28,8.0,26.625,16.0,30.0,634.734375,126.0,0.4186046511627907,25.058823529411764,3.75,0.0,3.0,0.0,0.0,1.875,0
527313,BBB,2013B,0,0,0,0,0,120,Fail,28,3.0,4.714285714285714,7.0,12.0,9.918367346938776,33.0,33.0,4.125,3.65,1.0,-7.0,0.0,0.0,1.825,0
527343,BBB,2013B,0,0,0,0,1,120,Withdrawn,28,1.0,4.8,5.0,7.0,12.16,11.0,0.7857142857142857,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1
527382,BBB,2013B,0,0,2,1,0,60,Withdrawn,38,1.0,9.2,5.0,9.0,18.559999999999995,16.0,0.5161290322580645,7.666666666666667,3.35,1.0,-14.0,0.0,0.0,1.675,1
527400,BBB,2013B,0,0,2,0,0,60,Fail,28,6.0,21.1875,16.0,14.0,660.27734375,242.0,2.4693877551020407,19.941176470588236,3.15,0.0,4.0,0.0,0.0,1.575,0
527659,BBB,2013B,0,0,2,0,0,60,Fail,28,1.0,10.0,1.0,3.0,0.0,10.0,10.0,5.0,2.35,0.0,1.0,0.0,0.0,1.175,0
527886,BBB,2013B,0,0,2,0,1,120,Pass,28,5.0,16.176470588235293,17.0,23.0,175.43944636678202,104.0,0.6046511627906976,15.277777777777779,4.5,0.0,0.0,0.0,0.0,2.25,0
527980,BBB,2013B,0,0,2,0,0,60,Distinction,28,0.0,20.666666666666668,12.0,20.0,616.8888888888888,49.0,0.245,19.076923076923077,4.5,0.0,4.0,0.0,0.0,2.25,0
528161,BBB,2013B,0,0,0,0,0,60,Pass,28,4.0,14.1,10.0,21.0,236.89000000000001,31.0,0.27927927927927926,12.818181818181818,3.95,0.0,2.0,0.0,0.0,1.975,0
528175,BBB,2013B,0,0,2,1,0,150,Withdrawn,82,0.0,10.619047619047619,21.0,35.0,207.56916099773238,4.0,0.01818181818181818,10.136363636363637,6.05,1.0,-2.5,110.25,-10.5,2.0166666666666666,1
528220,BBB,2013B,0,1,0,0,1,180,Withdrawn,109,1.0,19.6,15.0,16.0,293.70666666666665,95.0,0.475,18.375,22.520000000000003,3.0,-4.6,355.36,2.200000000000003,3.753333333333334,1
528250,BBB,2013B,0,0,0,0,0,60,Pass,28,5.0,11.0,20.0,28.0,134.3,85.0,0.625,10.476190476190476,3.4,0.0,15.0,0.0,0.0,1.7,0
528261,BBB,2013B,0,0,0,0,1,120,Distinction,28,5.0,20.941176470588236,17.0,22.0,403.23183391003465,107.0,0.428,19.77777777777778,4.25,0.0,3.0,0.0,0.0,2.125,0
528353,BBB,2013B,0,1,0,0,0,60,Pass,28,8.0,30.875,8.0,21.0,252.609375,107.0,0.7588652482269503,27.444444444444443,4.2,0.0,1.0,0.0,0.0,2.1,0
528649,BBB,2013B,1,0,0,0,0,60,Fail,28,9.0,16.8,10.0,21.0,111.35999999999999,75.0,0.7978723404255319,15.272727272727273,2.75,0.0,0.0,0.0,0.0,1.375,0
528698,BBB,2013B,0,1,2,0,0,120,Pass,28,8.0,21.0,4.0,15.0,107.5,5.0,0.0625,16.8,3.8,0.0,23.0,0.0,0.0,1.9,0
528904,BBB,2013B,0,0,0,0,0,60,Pass,28,6.0,12.65,20.0,20.0,60.027499999999996,50.0,0.24509803921568626,12.047619047619047,4.2,0.0,2.0,0.0,0.0,2.1,0
528918,BBB,2013B,0,1,2,0,1,120,Withdrawn,73,3.0,10.0,6.0,20.0,76.66666666666667,0.0,0.0,8.571428571428571,3.1,0.0,2.0,0.0,0.0,1.55,1
529065,BBB,2013B,0,0,2,0,0,60,Pass,28,1.0,46.333333333333336,6.0,34.0,1445.5555555555554,153.0,1.2142857142857142,39.714285714285715,3.85,0.0,0.0,0.0,0.0,1.925,0
529174,BBB,2013B,0,0,2,0,1,120,Fail,28,10.0,22.142857142857142,7.0,12.0,204.69387755102042,68.0,0.7727272727272727,19.375,3.65,0.0,0.0,0.0,0.0,1.825,0
529212,BBB,2013B,0,0,2,0,1,180,Pass,28,5.0,10.421052631578947,19.0,18.0,44.13850415512466,66.0,0.49624060150375937,9.9,3.9,0.0,1.0,0.0,0.0,1.95,0
